job_title,company_size,ai_adoption_level,automation_risk,salary_usd,remote_friendly,job_growth_projection,industry_Energy,industry_Entertainment,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Retail,industry_Technology,industry_Telecommunications,industry_Transportation,location_Dubai,location_London,location_New York,location_Paris,location_San Francisco,location_Singapore,location_Sydney,location_Tokyo,location_Toronto,skill_javascript,skill_python,skill_sales,skill_marketing,skill_data_analysis,skill_ux/ui_design,skill_project_management,skill_communication,skill_machine_learning,skill_cybersecurity
Data Scientist,Medium,Medium,Low,80073.90538089433,No,Stable,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Medium,High,Medium,65462.48930972422,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
Software Engineer,Medium,Low,High,81307.09820419611,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0
Operations Manager,Large,Low,Low,103526.20119995158,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
UX Designer,Small,Medium,Medium,87252.91652187712,Yes,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Product Manager,Large,Low,High,110181.30592094656,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
UX Designer,Large,Medium,Medium,86291.41064693853,No,Stable,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
HR Manager,Small,High,High,61369.64004553371,Yes,Growth,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
AI Researcher,Small,Medium,High,101945.49775113164,No,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0
AI Researcher,Small,Medium,Low,76527.53717933195,Yes,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Software Engineer,Medium,High,High,85332.65422472931,Yes,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Product Manager,Small,Low,Medium,114751.44094968236,Yes,Stable,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Cybersecurity Analyst,Large,Medium,High,66782.59080556972,Yes,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0
Software Engineer,Small,Medium,High,93294.8757492877,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0
UX Designer,Large,High,Low,89189.63299928416,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Software Engineer,Medium,Low,High,104018.51430874206,No,Stable,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
UX Designer,Large,Medium,High,107103.06730964044,Yes,Stable,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Large,High,Medium,95276.78008497784,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
AI Researcher,Small,Medium,Low,82792.507068392,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
Data Scientist,Small,High,Low,99467.4500805192,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Operations Manager,Large,Low,Low,116713.11794289124,No,Growth,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Product Manager,Small,Low,High,89454.20120720599,Yes,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Medium,Low,Low,84654.87771153946,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
UX Designer,Medium,Low,High,97763.4051533598,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Cybersecurity Analyst,Small,Medium,High,90774.54040739224,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
UX Designer,Medium,Medium,Medium,63245.81152164402,No,Growth,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
HR Manager,Small,Low,Medium,94786.61600794963,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0
Software Engineer,Large,Low,Medium,63064.75182472472,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Operations Manager,Large,Low,Medium,97489.6129281689,Yes,Stable,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
AI Researcher,Medium,Medium,Medium,74057.14551186866,No,Stable,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
UX Designer,Small,Low,High,90737.49608372692,No,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Cybersecurity Analyst,Small,Low,High,97811.87812398472,Yes,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0,0,0
Operations Manager,Medium,Low,Low,139078.06691887142,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Marketing Specialist,Large,High,High,104854.99923573848,No,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0
Marketing Specialist,Medium,Low,High,117295.97619484668,No,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Large,High,Medium,127434.9563738785,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
AI Researcher,Small,High,High,99785.1183399889,No,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1
HR Manager,Large,Low,Medium,95713.796005344,No,Decline,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Cybersecurity Analyst,Medium,High,Low,68665.57782347569,No,Growth,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Software Engineer,Small,Low,Low,87667.40135199211,Yes,Stable,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Software Engineer,Medium,Medium,High,75538.24540728275,No,Growth,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Cybersecurity Analyst,Medium,Medium,Low,81978.82299751228,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
Product Manager,Large,Medium,High,127413.26752384935,No,Growth,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Medium,Medium,Low,92292.4301839998,Yes,Growth,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Operations Manager,Large,High,Medium,72482.00844567783,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
UX Designer,Small,Low,Medium,117490.66909382609,No,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0
Product Manager,Large,Low,Medium,109105.50952474898,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0
UX Designer,Small,Low,Medium,110153.06985200792,No,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Large,Medium,High,49877.395937952104,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Product Manager,Medium,Medium,Low,128973.41915442972,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Data Scientist,Large,Low,High,78829.70515812226,No,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1
Marketing Specialist,Large,Medium,Medium,105559.0954558551,Yes,Stable,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
UX Designer,Small,Low,High,140475.99581234064,Yes,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
Product Manager,Medium,Low,Low,133106.65496381235,Yes,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Product Manager,Large,Low,High,70448.75749054627,No,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Medium,Low,Low,61109.65325995454,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Data Scientist,Large,Low,High,118606.93197695856,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
AI Researcher,Large,Low,Low,92841.11623188,No,Decline,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Sales Manager,Medium,Low,Low,79982.3711739584,Yes,Stable,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Sales Manager,Large,Medium,Medium,102424.37093878096,Yes,Stable,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Cybersecurity Analyst,Medium,Low,Low,86742.40845081118,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Marketing Specialist,Large,Low,Medium,104026.48274097488,Yes,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,0,0,0,0
Product Manager,Small,Medium,Medium,91339.63615637466,Yes,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Marketing Specialist,Medium,Medium,Medium,104447.75856656334,No,Decline,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
HR Manager,Large,Medium,High,72109.34621727222,No,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,Low,High,118489.24026265267,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0
AI Researcher,Small,High,High,103952.46741464877,Yes,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Medium,High,High,102925.94738807144,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0
Software Engineer,Large,Medium,Low,67646.60145976013,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0
UX Designer,Small,High,Low,123992.64833288494,No,Decline,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
HR Manager,Large,Medium,High,89725.67801267463,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Medium,Low,Low,104560.97724859684,Yes,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0
AI Researcher,Large,High,Low,83543.51072506783,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1
HR Manager,Large,Low,Medium,95217.78129364197,Yes,Stable,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
UX Designer,Large,High,Medium,95942.54704238808,No,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Large,Low,Medium,33601.38135993158,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
UX Designer,Small,High,Medium,101648.96249309662,Yes,Growth,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Sales Manager,Small,Low,Low,129306.82923444168,No,Stable,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
UX Designer,Medium,Low,High,100795.60517983914,Yes,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,0,0,0
Sales Manager,Small,High,Low,70845.83502220524,Yes,Decline,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Small,Low,Low,102999.23132307774,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Operations Manager,Medium,Low,Low,111189.61060346678,Yes,Stable,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Small,Low,Medium,100249.33032380774,Yes,Decline,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Data Scientist,Small,High,Medium,88517.45787139912,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,0
UX Designer,Medium,High,Medium,85157.01548352139,No,Decline,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Medium,Low,High,85073.80489266386,No,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
Data Scientist,Medium,Low,Low,103955.53802022424,No,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Software Engineer,Large,High,High,61857.52009880744,No,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
Product Manager,Large,High,Medium,82562.53678289187,Yes,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Operations Manager,Medium,Low,High,121912.19646021895,No,Stable,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
AI Researcher,Medium,Low,Low,122683.90533154352,No,Decline,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,0,0,0
Sales Manager,Medium,Low,Low,60437.05824396676,No,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
Data Scientist,Large,Medium,Medium,67371.72777472783,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Large,High,Medium,84587.58840944126,No,Growth,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Sales Manager,Small,Medium,High,107851.79034228704,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Product Manager,Small,High,Medium,53450.51291894019,No,Stable,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Cybersecurity Analyst,Medium,High,Medium,88903.82730165044,Yes,Stable,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
HR Manager,Large,High,Low,80516.4168684071,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
UX Designer,Large,High,Medium,116519.29348570466,No,Decline,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Large,High,Medium,56461.83052061491,Yes,Growth,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Sales Manager,Medium,High,Low,91850.81230987245,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Product Manager,Small,High,Low,82127.81125302812,No,Decline,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Operations Manager,Medium,Medium,High,119395.97852554575,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0
Sales Manager,Small,Low,Medium,101953.052927065,No,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Small,Low,Low,78283.6868148453,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Marketing Specialist,Medium,Medium,High,107067.72886658164,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Sales Manager,Small,Medium,High,82223.42293382852,Yes,Growth,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
UX Designer,Small,Medium,Medium,109986.59422479507,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1
UX Designer,Large,Medium,Medium,85258.46018228843,Yes,Growth,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0
Sales Manager,Small,High,High,111093.33157537528,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Cybersecurity Analyst,Medium,Low,Low,98721.639102545,Yes,Stable,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Marketing Specialist,Medium,High,High,155209.82161382848,Yes,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Small,Low,Medium,88942.07989167991,Yes,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Sales Manager,Large,Low,Low,97657.24583242898,Yes,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Large,Medium,Low,80411.50516568137,Yes,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,0
UX Designer,Small,High,High,90053.70681509557,No,Stable,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Small,Medium,Medium,35963.29731701118,No,Decline,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Product Manager,Medium,High,High,99311.68033082064,No,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0
Sales Manager,Small,Low,High,116857.48425898825,Yes,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Large,Medium,High,97932.60009198709,Yes,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0
Software Engineer,Small,Medium,Low,63722.77084045245,No,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Marketing Specialist,Medium,Low,Low,73964.25694581997,Yes,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
UX Designer,Medium,Low,Medium,41396.15745687459,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1
UX Designer,Medium,Low,Medium,109578.48013730848,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,0,0,0,0
HR Manager,Medium,Medium,High,69869.7341458084,Yes,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Medium,High,High,89425.82819575544,No,Decline,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
Data Scientist,Small,Medium,High,86925.2485534556,No,Decline,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
AI Researcher,Small,High,Medium,119754.54071316532,No,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0,0,0
Sales Manager,Small,Medium,Low,91705.62635931476,No,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Marketing Specialist,Small,Medium,Low,106177.8584021202,No,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
AI Researcher,Medium,Low,High,100929.27528295324,Yes,Decline,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,High,High,117188.22839922798,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,0
Software Engineer,Small,Medium,High,85217.52610994082,Yes,Growth,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Data Scientist,Large,Medium,High,127392.30661009034,No,Stable,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Marketing Specialist,Small,Low,Medium,50286.7568720137,No,Decline,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
AI Researcher,Small,Low,Low,107149.46996002473,No,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
Software Engineer,Large,High,High,72667.60782671736,No,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0
HR Manager,Medium,Medium,Medium,80145.00894440095,No,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0
Data Scientist,Small,High,High,101388.28533802072,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,1,0
Data Scientist,Small,Medium,High,101228.04099695486,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Small,High,Low,102128.56027380144,Yes,Decline,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Sales Manager,Large,Low,High,62276.84111789524,Yes,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0
HR Manager,Medium,Medium,Low,118980.6046255848,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0
Data Scientist,Large,High,Low,71987.05763544649,Yes,Decline,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Data Scientist,Large,Low,Low,74654.25819549602,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
AI Researcher,Medium,Low,Medium,102757.93476333655,No,Decline,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
UX Designer,Large,High,Medium,84265.57650477519,No,Decline,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Software Engineer,Medium,Medium,Low,96165.21681124983,No,Decline,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
HR Manager,Small,Medium,High,46867.98606734424,No,Growth,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Software Engineer,Medium,Low,Low,95686.48899038463,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0
HR Manager,Small,Medium,High,94356.6375902443,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,Medium,Low,79802.82924471433,No,Stable,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Data Scientist,Large,Medium,High,48518.48080470421,No,Decline,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
UX Designer,Small,Low,Medium,85743.8347703679,No,Growth,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
AI Researcher,Large,High,High,89252.52280402774,No,Decline,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0
UX Designer,Medium,Medium,Low,82655.4201933901,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
